ts_code,symbol,name,area,industry,fullname,enname,list_date
002080.SZ,2080.0,中材科技,江苏,玻璃,中材科技股份有限公司,"Sinoma Science & Technology Co.,Ltd.",2006-11-20
002081.SZ,2081.0,金螳螂,江苏,装修装饰,苏州金螳螂建筑装饰股份有限公司,Suzhou Gold Mantis Construction & Decoration Co.Ltd.,2006-11-20
002082.SZ,2082.0,万邦德,浙江,中成药,万邦德医药控股集团股份有限公司,"Wanbangde Pharmaceutical Holding Group Co.,Ltd.",2006-11-20
002083.SZ,2083.0,孚日股份,山东,纺织,孚日集团股份有限公司,"Sunvim Group Co.,Ltd",2006-11-24
002084.SZ,2084.0,海鸥住工,广东,家居用品,广州海鸥住宅工业股份有限公司,"Guangzhou Seagull Kitchen and Bath Products Co.,Ltd.",2006-11-24
002085.SZ,2085.0,万丰奥威,浙江,汽车配件,浙江万丰奥威汽轮股份有限公司,"Zhejiang Wanfeng Auto Wheel Co.,Ltd.",2006-11-28
002086.SZ,2086.0,*ST东洋,山东,医疗保健,山东东方海洋科技股份有限公司,"Shandong Oriental Ocean Sci-Tech Co.,Ltd.",2006-11-28
002087.SZ,2087.0,*ST新纺,河南,纺织,河南新野纺织股份有限公司,"Henan Xinye Textile Co.,Ltd",2006-11-30
002088.SZ,2088.0,鲁阳节能,山东,矿物制品,山东鲁阳节能材料股份有限公司,"Luyang Energy-Saving Materials Co., Ltd.",2006-11-30
002089.SZ,2089.0,*ST新海,江苏,通信设备,新海宜科技集团股份有限公司,"New Sea Union Technology Group Co.,Ltd.",2006-11-30
002090.SZ,2090.0,金智科技,江苏,软件服务,江苏金智科技股份有限公司,"Wiscom System Co.,Ltd.",2006-12-08
002091.SZ,2091.0,江苏国泰,江苏,商贸代理,江苏国泰国际集团股份有限公司,"Jiangsu Guotai International Group Co., Ltd.",2006-12-08
002092.SZ,2092.0,中泰化学,新疆,化工原料,新疆中泰化学股份有限公司,"Xinjiang Zhongtai Chemical Co.,Ltd",2006-12-08
002093.SZ,2093.0,国脉科技,福建,通信设备,国脉科技股份有限公司,"Guomai Technologies,Inc.",2006-12-15
002094.SZ,2094.0,青岛金王,山东,日用化工,青岛金王应用化学股份有限公司,"Qingdao Kingking Applied Chemistry Co.,Ltd",2006-12-15
002095.SZ,2095.0,生意宝,浙江,互联网,浙江网盛生意宝股份有限公司,"Zhejiang Netsun Co.,Ltd",2006-12-15
002096.SZ,2096.0,南岭民爆,湖南,化工原料,易普力股份有限公司,"Explosive Co.,Ltd",2006-12-22
002097.SZ,2097.0,山河智能,湖南,工程机械,山河智能装备股份有限公司,"Sunward Intelligent Equipment Co.,Ltd.",2006-12-22
002098.SZ,2098.0,浔兴股份,福建,服饰,福建浔兴拉链科技股份有限公司,"Fujian Sbs Zipper Science and Technology Co., Ltd.",2006-12-22
002099.SZ,2099.0,海翔药业,浙江,化学制药,浙江海翔药业股份有限公司,"Zhejiang Hisoar Pharmaceutical Co., Ltd.",2006-12-26
002100.SZ,2100.0,天康生物,新疆,饲料,天康生物股份有限公司,Tecon Biology Co.Ltd,2006-12-26
002101.SZ,2101.0,广东鸿图,广东,汽车配件,广东鸿图科技股份有限公司,"Guangdong Hongtu Technology(Holdings) Co.,Ltd.",2006-12-29
002102.SZ,2102.0,冠福股份,福建,化学制药,冠福控股股份有限公司,"Guanfu Holdings Co.,Ltd",2006-12-29
002103.SZ,2103.0,广博股份,浙江,文教休闲,广博集团股份有限公司,"Guangbo Group Stock Co.,Ltd.",2007-01-10
002104.SZ,2104.0,恒宝股份,江苏,通信设备,恒宝股份有限公司,"Hengbao Co.,Ltd.",2007-01-10
002105.SZ,2105.0,信隆健康,深圳,摩托车,深圳信隆健康产业发展股份有限公司,Hl Corp (Shenzhen),2007-01-12
002106.SZ,2106.0,莱宝高科,深圳,元器件,深圳莱宝高科技股份有限公司,"Shenzhen Laibao Hi-Tech Co., Ltd.",2007-01-12
002107.SZ,2107.0,沃华医药,山东,中成药,山东沃华医药科技股份有限公司,"Shandong Wohua Pharmaceutical Co., Ltd.",2007-01-24
002108.SZ,2108.0,沧州明珠,河北,塑料,沧州明珠塑料股份有限公司,"Cangzhou Mingzhu Plastic Co.,Ltd.",2007-01-24
002109.SZ,2109.0,兴化股份,陕西,化工原料,陕西兴化化学股份有限公司,"Shaanxi Xinghua Chemistry Co.,Ltd",2007-01-26
002110.SZ,2110.0,三钢闽光,福建,普钢,福建三钢闽光股份有限公司,"Sansteel Minguang Co.,Ltd.,Fujian",2007-01-26
002111.SZ,2111.0,威海广泰,山东,航空,威海广泰空港设备股份有限公司,"Weihai Guangtai Airport Equipment Co.,Ltd",2007-01-26
002112.SZ,2112.0,三变科技,浙江,电气设备,三变科技股份有限公司,"San Bian Science & Technology Co.,Ltd.",2007-02-08
002113.SZ,2113.0,*ST天润,湖南,互联网,湖南天润数字娱乐文化传媒股份有限公司,"Hunan Tianrun Digital Entertainment &Cultural Media Co.,Ltd.",2007-02-08
002114.SZ,2114.0,罗平锌电,云南,铅锌,云南罗平锌电股份有限公司,"Yunnan Luoping Zinc & Electricity Co.,Ltd.",2007-02-15
002115.SZ,2115.0,三维通信,浙江,互联网,三维通信股份有限公司,"Sunwave Communications Co., Ltd",2007-02-15
002116.SZ,2116.0,中国海诚,上海,建筑工程,中国海诚工程科技股份有限公司,"China Haisum Engineering Co.,Ltd.",2007-02-15
002117.SZ,2117.0,东港股份,山东,广告包装,东港股份有限公司,Tungkong Inc.,2007-03-02
002118.SZ,2118.0,*ST紫鑫,吉林,中成药,吉林紫鑫药业股份有限公司,"Jilin Zixin Pharmaceutical Industrial Co.,Ltd.",2007-03-02
002119.SZ,2119.0,康强电子,浙江,半导体,宁波康强电子股份有限公司,"Ningbo Kangqiang Electronics Co., Ltd",2007-03-02
002120.SZ,2120.0,韵达股份,浙江,仓储物流,韵达控股股份有限公司,"Yunda Holding Co., Ltd.",2007-03-06
002121.SZ,2121.0,科陆电子,深圳,电器仪表,深圳市科陆电子科技股份有限公司,"Shenzhen Clou Electronics Co.,Ltd.",2007-03-06
002122.SZ,2122.0,天马股份,浙江,机械基件,天马轴承集团股份有限公司,"Tianma Bearing Group Co.,Ltd",2007-03-28
002123.SZ,2123.0,梦网科技,辽宁,互联网,梦网云科技集团股份有限公司,"Montnets Cloud Technology Group Co.,Ltd",2007-03-28
002124.SZ,2124.0,天邦食品,浙江,农业综合,天邦食品股份有限公司,"Tech-Bank Food Co.,Ltd.",2007-04-03
002125.SZ,2125.0,湘潭电化,湖南,化工原料,湘潭电化科技股份有限公司,"Xiangtan Electrochemical Scientific Co.,Ltd",2007-04-03
002126.SZ,2126.0,银轮股份,浙江,汽车配件,浙江银轮机械股份有限公司,"Zhejiang Yinlun Machinery Co.,Ltd.",2007-04-18
002127.SZ,2127.0,南极电商,江苏,互联网,南极电商股份有限公司,"Nanji E-Commerce Co., Ltd",2007-04-18
002128.SZ,2128.0,电投能源,内蒙,铝,内蒙古电投能源股份有限公司,Inner Mongolia Dian Tou Energy Corporation Limited,2007-04-18
002129.SZ,2129.0,TCL中环,天津,电气设备,TCL中环新能源科技股份有限公司,"Tcl Zhonghuan Renewable Energy Technology Co.,Ltd",2007-04-20
002130.SZ,2130.0,沃尔核材,深圳,电气设备,深圳市沃尔核材股份有限公司,"Shenzhen Woer Heat-Shrinkable Material Co.,Ltd.",2007-04-20
002131.SZ,2131.0,利欧股份,浙江,互联网,利欧集团股份有限公司,"Leo Group Co.,Ltd.",2007-04-27
002132.SZ,2132.0,恒星科技,河南,钢加工,河南恒星科技股份有限公司,"Henan Hengxing Science & Technology Co.,Ltd.",2007-04-27
002133.SZ,2133.0,广宇集团,浙江,全国地产,广宇集团股份有限公司,"Cosmos Group Co.,Ltd.",2007-04-27
002134.SZ,2134.0,天津普林,天津,元器件,天津普林电路股份有限公司,Tianjin Printronics Circuit Corporation,2007-05-16
002135.SZ,2135.0,东南网架,浙江,钢加工,浙江东南网架股份有限公司,"Zhejiang Southeast Space Frame Co.,Ltd.",2007-05-30
002136.SZ,2136.0,安纳达,安徽,化工原料,安徽安纳达钛业股份有限公司,"Anhui Annada Titanium Industry Co.,Ltd.",2007-05-30
002137.SZ,2137.0,实益达,深圳,元器件,深圳市实益达科技股份有限公司,"Shenzhen Sea Star Technology Co., Ltd",2007-06-13
002138.SZ,2138.0,顺络电子,深圳,元器件,深圳顺络电子股份有限公司,"Shenzhen Sunlord Electronics Co.,Ltd.",2007-06-13
002139.SZ,2139.0,拓邦股份,深圳,元器件,深圳拓邦股份有限公司,"Shenzhen Topband Co.,Ltd.",2007-06-29
002140.SZ,2140.0,东华科技,安徽,建筑工程,东华工程科技股份有限公司,"East China Engineering Science and Technology Co.,Ltd.",2007-07-12
002141.SZ,2141.0,贤丰控股,广东,农业综合,贤丰控股股份有限公司,"Infund Holding Co., Ltd.",2007-07-20
002142.SZ,2142.0,宁波银行,浙江,银行,宁波银行股份有限公司,"Bank of Ningbo Co.,Ltd.",2007-07-19
002144.SZ,2144.0,宏达高科,浙江,纺织,宏达高科控股股份有限公司,"Hongda High-Tech Holding Co.,Ltd.",2007-08-03
002145.SZ,2145.0,中核钛白,甘肃,化工原料,中核华原钛白股份有限公司,"Cnnc Hua Yuan Titanium Dioxide Co.,Ltd.",2007-08-03
002146.SZ,2146.0,荣盛发展,河北,全国地产,荣盛房地产发展股份有限公司,"Risesun Real Estate Development Co.,Ltd.",2007-08-08
002148.SZ,2148.0,北纬科技,北京,互联网,北京北纬通信科技股份有限公司,"Beijing Bewinner Communications Co., Ltd.",2007-08-10
002149.SZ,2149.0,西部材料,陕西,小金属,西部金属材料股份有限公司,"Western Metal Materials Co.,Ltd",2007-08-10
002150.SZ,2150.0,通润装备,江苏,机械基件,江苏通润装备科技股份有限公司,"Jiangsu Tongrun Equipment Technology Co.,Ltd",2007-08-10
002151.SZ,2151.0,北斗星通,北京,通信设备,北京北斗星通导航技术股份有限公司,"Beijing Bdstar Navigation Co.,Ltd.",2007-08-13
002152.SZ,2152.0,广电运通,广东,IT设备,广州广电运通金融电子股份有限公司,"Grg Banking Equipment Co.,Ltd.",2007-08-13
002153.SZ,2153.0,石基信息,北京,软件服务,北京中长石基信息技术股份有限公司,"Beijing Shiji Information Technology Co.,Ltd.",2007-08-13
002154.SZ,2154.0,报喜鸟,浙江,服饰,报喜鸟控股股份有限公司,"Baoxiniao Holding Co.,Ltd.",2007-08-16
002155.SZ,2155.0,湖南黄金,湖南,黄金,湖南黄金股份有限公司,Hunan Gold Corporation Limited,2007-08-16
002156.SZ,2156.0,通富微电,江苏,半导体,通富微电子股份有限公司,"Tongfu Microelectronics Co.,Ltd",2007-08-16
002157.SZ,2157.0,*ST正邦,江西,农业综合,江西正邦科技股份有限公司,Jiangxi Zhengbang Technology Co.Ltd,2007-08-17
002158.SZ,2158.0,汉钟精机,上海,工程机械,上海汉钟精机股份有限公司,"Shanghai Hanbell Precise Machinery Co.,Ltd.",2007-08-17
002159.SZ,2159.0,三特索道,湖北,旅游服务,武汉三特索道集团股份有限公司,"Wuhan Sante Cableway Group Co.,Ltd",2007-08-17
002160.SZ,2160.0,常铝股份,江苏,铝,江苏常铝铝业集团股份有限公司,"Jiangsu Alcha Aluminium Group Co., Ltd.",2007-08-21
002161.SZ,2161.0,远望谷,深圳,通信设备,深圳市远望谷信息技术股份有限公司,"Invengo Information Technology Co.,Ltd.",2007-08-21
002162.SZ,2162.0,悦心健康,上海,陶瓷,上海悦心健康集团股份有限公司,"Everjoy Health Group Co., Ltd.",2007-08-23
002163.SZ,2163.0,海南发展,深圳,装修装饰,海控南海发展股份有限公司,"Hainan Development Holdings Nanhai Co.,Ltd.",2007-08-23
002164.SZ,2164.0,宁波东力,浙江,机械基件,宁波东力股份有限公司,"Ningbo Donly Co.,Ltd",2007-08-23
002165.SZ,2165.0,红宝丽,江苏,化工原料,红宝丽集团股份有限公司,"Hongbaoli Group Corporation, Ltd.",2007-09-13
002166.SZ,2166.0,莱茵生物,广西,中成药,桂林莱茵生物科技股份有限公司,Guilin Layn Natural Ingredients Corp.,2007-09-13
002167.SZ,2167.0,东方锆业,广东,小金属,广东东方锆业科技股份有限公司,"Guangdong Orient Zirconic Ind Sci & Tech Co.,Ltd",2007-09-13
002168.SZ,2168.0,惠程科技,深圳,互联网,深圳市惠程信息科技股份有限公司,"Shenzhen Hifuture Information Technology Co., Ltd.",2007-09-19
002169.SZ,2169.0,智光电气,广东,电气设备,广州智光电气股份有限公司,"Guangzhou Zhiguang Electric Co.,Ltd",2007-09-19
002170.SZ,2170.0,芭田股份,深圳,农药化肥,深圳市芭田生态工程股份有限公司,"Shenzhen Batian Ecotypic Engineering Co.,Ltd",2007-09-19
002171.SZ,2171.0,楚江新材,安徽,铜,安徽楚江科技新材料股份有限公司,"Anhui Truchum Advanced Materials and Technology Co.,Ltd.",2007-09-21
002172.SZ,2172.0,澳洋健康,江苏,医疗保健,江苏澳洋健康产业股份有限公司,Jiangsu Aoyang Health Industry Co.Ltd.,2007-09-21
002173.SZ,2173.0,创新医疗,浙江,医疗保健,创新医疗管理股份有限公司,"Innovative Medical Management Co.,Ltd.",2007-09-25
002174.SZ,2174.0,游族网络,福建,互联网,游族网络股份有限公司,"Yoozoo Interactive Co., Ltd.",2007-09-25
002175.SZ,2175.0,东方智造,广西,电器仪表,广西东方智造科技股份有限公司,"Guangxi Oriental Intelligent Manufacturing Technology Co., Ltd.",2007-10-12
002176.SZ,2176.0,江特电机,江西,小金属,江西特种电机股份有限公司,"Jiangxi Special Electric Motor Co.,Ltd",2007-10-12
002177.SZ,2177.0,*ST御银,广东,其他商业,广州御银科技股份有限公司,"Guangzhou Kingteller Technology Co.,Ltd.",2007-11-01
002178.SZ,2178.0,延华智能,上海,软件服务,上海延华智能科技(集团)股份有限公司,"Shanghai Yanhua Smartech Group Co., Ltd",2007-11-01
002179.SZ,2179.0,中航光电,河南,元器件,中航光电科技股份有限公司,"Avic Jonhon Optronic Technology Co.,Ltd.",2007-11-01
002180.SZ,2180.0,纳思达,广东,IT设备,纳思达股份有限公司,Ninestar Corporation,2007-11-13
002181.SZ,2181.0,粤传媒,广东,出版业,广东广州日报传媒股份有限公司,"Guangdong Guangzhou Daily Media Co., Ltd.",2007-11-16
002182.SZ,2182.0,云海金属,江苏,小金属,南京云海特种金属股份有限公司,"Nanjing Yunhai Special Metals Co.,Ltd",2007-11-13
002183.SZ,2183.0,怡亚通,深圳,仓储物流,深圳市怡亚通供应链股份有限公司,Eternal Asia Supply Chain Management Ltd.,2007-11-13
002184.SZ,2184.0,海得控制,上海,软件服务,上海海得控制系统股份有限公司,"Shanghai Hi-Tech Control System Co.,Ltd.",2007-11-16
002185.SZ,2185.0,华天科技,甘肃,半导体,天水华天科技股份有限公司,"Tianshui Huatian Technology Co.,Ltd.",2007-11-20
002186.SZ,2186.0,全聚德,北京,酒店餐饮,中国全聚德(集团)股份有限公司,"China Quanjude(Group) Co.,Ltd.",2007-11-20
002187.SZ,2187.0,广百股份,广东,百货,广州市广百股份有限公司,"Guangzhou Grandbuy Co.,Ltd",2007-11-22
002188.SZ,2188.0,中天服务,浙江,房产服务,中天服务股份有限公司,"Zhongtian Service Co.,Ltd.",2007-11-22
002189.SZ,2189.0,中光学,河南,元器件,中光学集团股份有限公司,"Costar Group Co., Ltd.",2007-12-03
002190.SZ,2190.0,成飞集成,四川,汽车配件,四川成飞集成科技股份有限公司,Sichuan Chengfei Integration Technology Corp.Ltd,2007-12-03
002191.SZ,2191.0,劲嘉股份,深圳,广告包装,深圳劲嘉集团股份有限公司,"Shenzhen Jinjia Group Co.,Ltd.",2007-12-05
002192.SZ,2192.0,融捷股份,广东,小金属,融捷股份有限公司,"Youngy Co.,Ltd",2007-12-05
002193.SZ,2193.0,如意集团,山东,纺织,山东如意毛纺服装集团股份有限公司,"Shandong Ruyi Woolen Garment Group Co., Ltd.",2007-12-07
002194.SZ,2194.0,武汉凡谷,湖北,通信设备,武汉凡谷电子技术股份有限公司,"Wuhan Fingu Electronic Technology Co., Ltd",2007-12-07
002195.SZ,2195.0,二三四五,上海,软件服务,上海二三四五网络控股集团股份有限公司,"Shanghai 2345 Network Holding Group Co., Ltd.",2007-12-12
002196.SZ,2196.0,方正电机,浙江,纺织机械,浙江方正电机股份有限公司,"Zhejiang Founder Motor Co., Ltd.",2007-12-12
002197.SZ,2197.0,证通电子,深圳,IT设备,深圳市证通电子股份有限公司,"Szzt Electronics Co.,Ltd",2007-12-18
002198.SZ,2198.0,嘉应制药,广东,中成药,广东嘉应制药股份有限公司,"Guangdong Jiaying Pharmaceutical Co.,Ltd",2007-12-18
002199.SZ,2199.0,东晶电子,浙江,元器件,浙江东晶电子股份有限公司,"Zhejiang East Crystal Electronic Co.,Ltd.",2007-12-21
002200.SZ,2200.0,ST交投,云南,建筑工程,云南交投生态科技股份有限公司,"Ycic Eco-Technology Co.,Ltd.",2007-12-21
002201.SZ,2201.0,正威新材,江苏,玻璃,江苏正威新材料股份有限公司,"Jiangsu Amer New Material Co.,Ltd.",2007-12-26
002202.SZ,2202.0,金风科技,新疆,电气设备,新疆金风科技股份有限公司,"Xinjiang Goldwind Science&Technology Co.,Ltd",2007-12-26
002203.SZ,2203.0,海亮股份,浙江,铜,浙江海亮股份有限公司,"Zhejiang Hailiang Co., Ltd",2008-01-16
002204.SZ,2204.0,大连重工,辽宁,专用机械,大连华锐重工集团股份有限公司,"Dalian Huarui Heavy Industry Group Co., Ltd.",2008-01-16
002205.SZ,2205.0,国统股份,新疆,其他建材,新疆国统管道股份有限公司,"Xinjiang Guotong Pipeline Co.,Ltd",2008-01-23
002206.SZ,2206.0,海利得,浙江,化纤,浙江海利得新材料股份有限公司,"Zhejiang Hailide New Material Co.,Ltd",2008-01-23
002207.SZ,2207.0,准油股份,新疆,石油开采,新疆准东石油技术股份有限公司,"Xinjiang Zhundong Petroleum Technology Co., Ltd.",2008-01-28
002208.SZ,2208.0,合肥城建,安徽,区域地产,合肥城建发展股份有限公司,"Hefei Urban Construction Development Co.,Ltd",2008-01-28
002209.SZ,2209.0,达意隆,广东,轻工机械,广州达意隆包装机械股份有限公司,"Guangzhou Tech-Long Packaging Machinery Co.,Ltd.",2008-01-30
002210.SZ,2210.0,飞马国际,深圳,环境保护,深圳市飞马国际供应链股份有限公司,"Shenzhen Feima International Supply Chain Co.,Ltd",2008-01-30
002211.SZ,2211.0,ST宏达,上海,橡胶,上海宏达新材料股份有限公司,"Shanghai Hongda New Material Co.,Ltd.",2008-02-01
002212.SZ,2212.0,天融信,广东,软件服务,天融信科技集团股份有限公司,Topsec Technologies Group Inc.,2008-02-01
002213.SZ,2213.0,大为股份,深圳,半导体,深圳市大为创新科技股份有限公司,"Shenzhen Dawei Innovation Technology Co., Ltd.",2008-02-01
002214.SZ,2214.0,大立科技,浙江,电器仪表,浙江大立科技股份有限公司,"Zhejiang Dali Technology Co.,Ltd",2008-02-18
002215.SZ,2215.0,诺普信,深圳,农药化肥,深圳诺普信农化股份有限公司,"Shenzhen Noposion Pesticide Co.,Ltd.",2008-02-18
002216.SZ,2216.0,三全食品,河南,食品,三全食品股份有限公司,"Sanquan Food Co. ,Ltd",2008-02-20
002217.SZ,2217.0,合力泰,福建,元器件,合力泰科技股份有限公司,"Holitech Technology Co., Ltd.",2008-02-20
002218.SZ,2218.0,拓日新能,深圳,电气设备,深圳市拓日新能源科技股份有限公司,"Shenzhen Topraysolar Co.,Ltd.",2008-02-28
002219.SZ,2219.0,新里程,甘肃,医疗保健,新里程健康科技集团股份有限公司,"New Journey Health Technology Group Co.,Ltd",2008-03-06
002221.SZ,2221.0,东华能源,江苏,石油贸易,东华能源股份有限公司,"Oriental Energy Co.,Ltd.",2008-03-06
002222.SZ,2222.0,福晶科技,福建,元器件,福建福晶科技股份有限公司,Castech Inc.,2008-03-19
002223.SZ,2223.0,鱼跃医疗,江苏,医疗保健,江苏鱼跃医疗设备股份有限公司,"Jiangsu Yuyue Medical Equipment & Supply Co.,Ltd",2008-04-18
002224.SZ,2224.0,三力士,浙江,橡胶,三力士股份有限公司,"Sanlux Co.,Ltd",2008-04-25
002225.SZ,2225.0,濮耐股份,河南,其他建材,濮阳濮耐高温材料(集团)股份有限公司,"Puyang Refractories Group Co., Ltd.",2008-04-25
002226.SZ,2226.0,江南化工,安徽,化工原料,安徽江南化工股份有限公司,"Anhui Jiangnan Chemical Industry Co.,Ltd.",2008-05-06
002227.SZ,2227.0,奥特迅,深圳,电气设备,深圳奥特迅电力设备股份有限公司,"Shenzhen Auto Electric Power Plant Co.,Ltd",2008-05-06
002228.SZ,2228.0,合兴包装,福建,广告包装,厦门合兴包装印刷股份有限公司,"Xiamen Hexing Packaging Printing Co.,Ltd",2008-05-08
002229.SZ,2229.0,鸿博股份,福建,广告包装,鸿博股份有限公司,"Hongbo Co.,Ltd.",2008-05-08
002230.SZ,2230.0,科大讯飞,安徽,软件服务,科大讯飞股份有限公司,"Iflytek Co.,Ltd.",2008-05-12
002231.SZ,2231.0,奥维通信,辽宁,通信设备,奥维通信股份有限公司,"Allwin Telecommunication Co., Ltd",2008-05-12
002232.SZ,2232.0,启明信息,吉林,软件服务,启明信息技术股份有限公司,"Qiming Information Technology Co.,Ltd",2008-05-09
002233.SZ,2233.0,塔牌集团,广东,水泥,广东塔牌集团股份有限公司,"Guangdong Tapai Group Co.,Ltd.",2008-05-16
002234.SZ,2234.0,民和股份,山东,农业综合,山东民和牧业股份有限公司,"Shandong Minhe Animal Husbandry Co., Ltd.",2008-05-16
002235.SZ,2235.0,安妮股份,福建,造纸,厦门安妮股份有限公司,Xiamen Anne Co.Ltd,2008-05-16
002236.SZ,2236.0,大华股份,浙江,IT设备,浙江大华技术股份有限公司,"Zhejiang Dahua Technology Co., Ltd.",2008-05-20
002237.SZ,2237.0,恒邦股份,山东,黄金,山东恒邦冶炼股份有限公司,"Shandong Humon Smelting Co.,Ltd",2008-05-20
002238.SZ,2238.0,天威视讯,深圳,影视音像,深圳市天威视讯股份有限公司,"Shenzhen Topway Video Communication Co.,Ltd",2008-05-26
002239.SZ,2239.0,奥特佳,江苏,汽车配件,奥特佳新能源科技股份有限公司,"Aotecar New Energy Technology Co.,Ltd.",2008-05-22
002240.SZ,2240.0,盛新锂能,四川,小金属,盛新锂能集团股份有限公司,"Chengxin Lithium Group Co., Ltd.",2008-05-23
002241.SZ,2241.0,歌尔股份,山东,元器件,歌尔股份有限公司,Goertek Inc.,2008-05-22
002242.SZ,2242.0,九阳股份,山东,家用电器,九阳股份有限公司,"Joyoung Co.,Ltd",2008-05-28
002243.SZ,2243.0,力合科创,深圳,塑料,深圳市力合科创股份有限公司,"Shenzhen Leaguer Co.,Ltd.",2008-05-28
002244.SZ,2244.0,滨江集团,浙江,区域地产,杭州滨江房产集团股份有限公司,"Hangzhou Binjiang Real Estate Group Co.,Ltd",2008-05-29
002245.SZ,2245.0,蔚蓝锂芯,江苏,电气设备,江苏蔚蓝锂芯股份有限公司,Jiangsu Azure Corporation,2008-06-05
002246.SZ,2246.0,北化股份,四川,化工原料,北方化学工业股份有限公司,"North Chemical Industries Co., Ltd.",2008-06-05
002247.SZ,2247.0,聚力文化,浙江,其他建材,浙江聚力文化发展股份有限公司,"Zhejiang Juli Culture Development Co.,Ltd.",2008-06-12
002248.SZ,2248.0,华东数控,山东,机床制造,威海华东数控股份有限公司,"Weihai Huadong Automation Co.,Ltd",2008-06-12
002249.SZ,2249.0,大洋电机,广东,电气设备,中山大洋电机股份有限公司,"Zhongshan Broad-Ocean Motor Co.,Ltd",2008-06-19
002250.SZ,2250.0,联化科技,浙江,化工原料,联化科技股份有限公司,"Lianhe Chemical Technology Co.,Ltd.",2008-06-19
002251.SZ,2251.0,步步高,湖南,超市连锁,步步高商业连锁股份有限公司,"Better Life Commercial Chain Share Co.,Ltd",2008-06-19
002252.SZ,2252.0,上海莱士,上海,生物制药,上海莱士血液制品股份有限公司,"Shanghai Raas Blood Products Co., Ltd.",2008-06-23
002253.SZ,2253.0,川大智胜,四川,软件服务,四川川大智胜软件股份有限公司,"Wisesoft Co.,Ltd.",2008-06-23
002254.SZ,2254.0,泰和新材,山东,化纤,泰和新材集团股份有限公司,"Tayho Advanced Materials Group Co.,Ltd.",2008-06-25
002255.SZ,2255.0,海陆重工,江苏,专用机械,苏州海陆重工股份有限公司,"Suzhou Hailu Heavy Industry Co.,Ltd",2008-06-25
002256.SZ,2256.0,兆新股份,深圳,新型电力,深圳市兆新能源股份有限公司,"Shenzhen Sunrise New Energy Co., Ltd.",2008-06-25
002258.SZ,2258.0,利尔化学,四川,农药化肥,利尔化学股份有限公司,"Lier Chemical Co.,Ltd.",2008-07-08
002259.SZ,2259.0,ST升达,四川,供气供热,四川升达林业产业股份有限公司,Sichuan Shengda Forestry Industry Co.Ltd,2008-07-16
002261.SZ,2261.0,拓维信息,湖南,软件服务,拓维信息系统股份有限公司,"Talkweb Information System Co.,Ltd.",2008-07-23
002262.SZ,2262.0,恩华药业,江苏,化学制药,江苏恩华药业股份有限公司,"Jiangsu Nhwa Pharmaceutical Co.,Ltd",2008-07-23
002263.SZ,2263.0,大东南,浙江,塑料,浙江大东南股份有限公司,Zhejiang Great Southeast Corp.Ltd,2008-07-28
002264.SZ,2264.0,新华都,福建,广告包装,新华都科技股份有限公司,"New Huadu Technology Co.,Ltd.",2008-07-31
002265.SZ,2265.0,西仪股份,云南,汽车配件,云南西仪工业股份有限公司,"Yunnan Xiyi Industry Co., Ltd.",2008-08-06
002266.SZ,2266.0,浙富控股,浙江,环境保护,浙富控股集团股份有限公司,"Zhefu Holding Group Co.,Ltd.",2008-08-06
002267.SZ,2267.0,陕天然气,陕西,供气供热,陕西省天然气股份有限公司,"Shaanxi Provincial Natural Gas Co.,Ltd.",2008-08-13
002268.SZ,2268.0,电科网安,四川,软件服务,中电科网络安全科技股份有限公司,"Cetc Cyberspace Security Technology Co.,Ltd.",2008-08-11
002269.SZ,2269.0,美邦服饰,上海,服饰,上海美特斯邦威服饰股份有限公司,"Shanghai Metersbonwe Fashion & Accessories Co.,Ltd",2008-08-28
002270.SZ,2270.0,华明装备,山东,电气设备,华明电力装备股份有限公司,"Huaming Power Equipment Co.,Ltd",2008-09-05
002271.SZ,2271.0,东方雨虹,北京,其他建材,北京东方雨虹防水技术股份有限公司,"Beijing Oriental Yuhong Waterproof Technology Co., Ltd.",2008-09-10
002272.SZ,2272.0,川润股份,四川,机械基件,四川川润股份有限公司,"Sichuan Crun Co., Ltd",2008-09-19
002273.SZ,2273.0,水晶光电,浙江,元器件,浙江水晶光电科技股份有限公司,"Zhejiang Crystal-Optech Co., Ltd",2008-09-19
002274.SZ,2274.0,华昌化工,江苏,农药化肥,江苏华昌化工股份有限公司,"Jiangsu Huachang Chemical Co., Ltd",2008-09-25
002275.SZ,2275.0,桂林三金,广西,中成药,桂林三金药业股份有限公司,"Guilin Sanjin Pharmaceutical Co., Ltd",2009-07-10
002276.SZ,2276.0,万马股份,浙江,电气设备,浙江万马股份有限公司,"Zhejiang Wanma Co.,Ltd.",2009-07-10
002277.SZ,2277.0,友阿股份,湖南,百货,湖南友谊阿波罗商业股份有限公司,"Hunan Friendship&Apollo Commercial Co.,Ltd.",2009-07-17
002278.SZ,2278.0,神开股份,上海,化工机械,上海神开石油化工装备股份有限公司,Shanghai Sk Petroleum & Chemical Equipment Corporation Ltd.,2009-08-11
002279.SZ,2279.0,久其软件,北京,软件服务,北京久其软件股份有限公司,"Beijing Join-Cheer Software Co.,Ltd.",2009-08-11
002280.SZ,2280.0,联络互动,浙江,软件服务,杭州联络互动信息科技股份有限公司,"Hangzhou  Lianluo Interactive Information Technology Co.,Ltd",2009-08-21
