ts_code,symbol,name,area,industry,fullname,enname,list_date
000001.SZ,1.0,平安银行,深圳,银行,平安银行股份有限公司,"Ping An Bank Co., Ltd.",1991-04-03
000002.SZ,2.0,万科A,深圳,全国地产,万科企业股份有限公司,"China Vanke Co.,Ltd.",1991-01-29
000004.SZ,4.0,ST国华,深圳,软件服务,深圳国华网安科技股份有限公司,"Shenzhen Guohua Network Security Technology Co., Ltd.",1991-01-14
000005.SZ,5.0,ST星源,深圳,环境保护,深圳世纪星源股份有限公司,Shenzhen Fountain Corporation,1990-12-10
000006.SZ,6.0,深振业A,深圳,区域地产,深圳市振业(集团)股份有限公司,"Shenzhen Zhenye(Group) Co., Ltd",1992-04-27
000007.SZ,7.0,*ST全新,深圳,其他商业,深圳市全新好股份有限公司,"Shenzhen Quanxinhao Co,.Ltd.",1992-04-13
000008.SZ,8.0,神州高铁,北京,运输设备,神州高铁技术股份有限公司,"China High Speed Railway Technology Co., Ltd.",1992-05-07
000009.SZ,9.0,中国宝安,深圳,电气设备,中国宝安集团股份有限公司,"China Baoan Group Co.,Ltd.",1991-06-25
000010.SZ,10.0,美丽生态,深圳,建筑工程,深圳美丽生态股份有限公司,"Shenzhen Ecobeauty Co.,Ltd.",1995-10-27
000011.SZ,11.0,深物业A,深圳,区域地产,深圳市物业发展(集团)股份有限公司,Shenzhen Properties & Resources Development (Group) Ltd.,1992-03-30
000012.SZ,12.0,南玻A,深圳,玻璃,中国南玻集团股份有限公司,"Csg Holding Co., Ltd.",1992-02-28
000014.SZ,14.0,沙河股份,深圳,全国地产,沙河实业股份有限公司,"Shahe Industrial Co.,Ltd.",1992-06-02
000016.SZ,16.0,深康佳A,深圳,家用电器,康佳集团股份有限公司,"Konka Group Co.,Ltd",1992-03-27
000017.SZ,17.0,深中华A,深圳,服饰,深圳中华自行车(集团)股份有限公司,Shenzhen China Bicycle Company (Holdings) Limited,1992-03-31
000019.SZ,19.0,深粮控股,深圳,农业综合,深圳市深粮控股股份有限公司,"Shenzhen Cereals Holdings Co.,Ltd.",1992-10-12
000020.SZ,20.0,深华发A,深圳,元器件,深圳中恒华发股份有限公司,"Shenzhen Zhongheng Huafa Co.,Ltd.",1992-04-28
000021.SZ,21.0,深科技,深圳,元器件,深圳长城开发科技股份有限公司,"Shenzhen Kaifa Technology Co., Ltd.",1994-02-02
000023.SZ,23.0,ST深天,深圳,水泥,深圳市天地(集团)股份有限公司,"Shenzhen Universe (Group) Co.,Ltd.",1993-04-29
000025.SZ,25.0,特力A,深圳,汽车服务,深圳市特力(集团)股份有限公司,"Shenzhen Tellus Holding Co.,Ltd.",1993-06-21
000026.SZ,26.0,飞亚达,深圳,服饰,飞亚达精密科技股份有限公司,"Fiyta Precision Technology Co., Ltd.",1993-06-03
000027.SZ,27.0,深圳能源,深圳,火力发电,深圳能源集团股份有限公司,"Shenzhen Energy Group Co., Ltd.",1993-09-03
000028.SZ,28.0,国药一致,深圳,医药商业,国药集团一致药业股份有限公司,China National Accord Medicines Corporation Ltd.,1993-08-09
000029.SZ,29.0,深深房A,深圳,区域地产,深圳经济特区房地产(集团)股份有限公司,"Shenzhen Special Economic Zone Real Estate&Properties (Group).Co.,Ltd.",1993-09-15
000030.SZ,30.0,富奥股份,吉林,汽车配件,富奥汽车零部件股份有限公司,Fawer Automotive Parts Limited Company,1993-09-29
000031.SZ,31.0,大悦城,深圳,全国地产,大悦城控股集团股份有限公司,"Grandjoy Holdings Group Co.,Ltd.",1993-10-08
000032.SZ,32.0,深桑达A,深圳,建筑工程,深圳市桑达实业股份有限公司,"Shenzhen Sed Industry Co.,Ltd.",1993-10-28
000034.SZ,34.0,神州数码,深圳,软件服务,神州数码集团股份有限公司,"Digital China Group Co.,Ltd.",1994-05-09
000035.SZ,35.0,中国天楹,江苏,环境保护,中国天楹股份有限公司,China Tianying Inc.,1994-04-08
000036.SZ,36.0,华联控股,深圳,全国地产,华联控股股份有限公司,China Union Holdings Ltd.,1994-06-17
000037.SZ,37.0,深南电A,深圳,火力发电,深圳南山热电股份有限公司,Shenzhen Nanshan Power Company Limited,1994-07-01
000038.SZ,38.0,*ST大通,深圳,综合类,深圳大通实业股份有限公司,"Shenzhen Capstone Industrial Co., Ltd.",1994-08-08
000039.SZ,39.0,中集集团,深圳,运输设备,中国国际海运集装箱(集团)股份有限公司,"China International Marine Containers (Group) Co., Ltd",1994-04-08
000040.SZ,40.0,东旭蓝天,深圳,新型电力,东旭蓝天新能源股份有限公司,"Tunghsu Azure Renewable Energy Co., Ltd.",1994-08-08
000042.SZ,42.0,中洲控股,深圳,全国地产,深圳市中洲投资控股股份有限公司,"Shenzhen Centralcon Investment Holding Co.,Ltd",1994-09-21
000045.SZ,45.0,深纺织A,深圳,元器件,深圳市纺织(集团)股份有限公司,"Shenzhen Textile (Holdings) Co.,Ltd",1994-08-15
000046.SZ,46.0,*ST泛海,北京,多元金融,泛海控股股份有限公司,"Oceanwide Holdings Co., Ltd.",1994-09-12
000048.SZ,48.0,京基智农,深圳,区域地产,深圳市京基智农时代股份有限公司,"Shenzhen Kingkey Smart Agriculture Times Co.,Ltd",1994-11-01
000049.SZ,49.0,德赛电池,深圳,电气设备,深圳市德赛电池科技股份有限公司,"Shenzhen Desay Battery Technology Co., Ltd.",1995-03-20
000050.SZ,50.0,深天马A,深圳,元器件,天马微电子股份有限公司,"Tianma Microelectronics Co.,Ltd.",1995-03-15
000055.SZ,55.0,方大集团,深圳,装修装饰,方大集团股份有限公司,"China Fangda Group Co.,Ltd.",1996-04-15
000056.SZ,56.0,皇庭国际,深圳,房产服务,深圳市皇庭国际企业股份有限公司,"Shenzhen Wongtee International Enterprise Co., Ltd.",1996-07-08
000058.SZ,58.0,深赛格,深圳,商品城,深圳赛格股份有限公司,"Shenzhen Seg Co.,Ltd",1996-12-26
000059.SZ,59.0,华锦股份,辽宁,石油加工,北方华锦化学工业股份有限公司,"North Huajin Chemical Industries Co.,Ltd",1997-01-30
000060.SZ,60.0,中金岭南,深圳,铅锌,深圳市中金岭南有色金属股份有限公司,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,1997-01-23
000061.SZ,61.0,农产品,深圳,农业综合,深圳市农产品集团股份有限公司,"Shenzhen Agricultural Power Group Co.,Ltd",1997-01-10
000062.SZ,62.0,深圳华强,深圳,元器件,深圳华强实业股份有限公司,"Shenzhen Huaqiang Industry Co.,Ltd",1997-01-30
000063.SZ,63.0,中兴通讯,深圳,通信设备,中兴通讯股份有限公司,Zte Corporation,1997-11-18
000065.SZ,65.0,北方国际,北京,建筑工程,北方国际合作股份有限公司,Norinco International Cooperation Ltd.,1998-06-05
000066.SZ,66.0,中国长城,深圳,IT设备,中国长城科技集团股份有限公司,"China Greatwall Technology Group Co., Ltd.",1997-06-26
000068.SZ,68.0,华控赛格,深圳,环境保护,深圳华控赛格股份有限公司,"Shenzhen Huakong Seg Co., Ltd.",1997-06-11
000069.SZ,69.0,华侨城A,深圳,全国地产,深圳华侨城股份有限公司,"Shenzhen Overseas Chinese Town Co.,Ltd.",1997-09-10
000070.SZ,70.0,特发信息,深圳,通信设备,深圳市特发信息股份有限公司,"Shenzhen Sdg Information Co., Ltd.",2000-05-11
000078.SZ,78.0,海王生物,深圳,医药商业,深圳市海王生物工程股份有限公司,"Shenzhen Neptunus Bioengineering Co.,Ltd",1998-12-18
000088.SZ,88.0,盐田港,深圳,港口,深圳市盐田港股份有限公司,"Shenzhen Yan Tian Port Holdings Co.,Ltd.",1997-07-28
000089.SZ,89.0,深圳机场,深圳,机场,深圳市机场股份有限公司,"Shenzhen Airport Co.,Ltd.",1998-04-20
000090.SZ,90.0,天健集团,深圳,建筑工程,深圳市天健(集团)股份有限公司,"Shenzhen Tagen Group Co., Ltd.",1999-07-21
000096.SZ,96.0,广聚能源,深圳,石油贸易,深圳市广聚能源股份有限公司,"Shenzhen Guangju Energy Co.,Ltd.",2000-07-24
000099.SZ,99.0,中信海直,深圳,空运,中信海洋直升机股份有限公司,"Citic Offshore Helicopter Co., Ltd.",2000-07-31
000100.SZ,100.0,TCL科技,广东,元器件,TCL科技集团股份有限公司,Tcl Technology Group Corporation,2004-01-30
000150.SZ,150.0,*ST宜康,广东,生物制药,宜华健康医疗股份有限公司,"Yihua Healthcare Co.,Ltd.",2000-08-07
000151.SZ,151.0,中成股份,北京,商贸代理,中成进出口股份有限公司,China National Complete Plant Import and Export Corporation Limited,2000-09-06
000153.SZ,153.0,丰原药业,安徽,化学制药,安徽丰原药业股份有限公司,"Anhui Fengyuan Pharmaceutical Co., Ltd.",2000-09-20
000155.SZ,155.0,川能动力,四川,新型电力,四川省新能源动力股份有限公司,Sichuan New Energypower Company Limited,2000-09-26
000156.SZ,156.0,华数传媒,浙江,影视音像,华数传媒控股股份有限公司,"Wasu Media Holding Co.,Ltd",2000-09-06
000157.SZ,157.0,中联重科,湖南,工程机械,中联重科股份有限公司,"Zoomlion Heavy Industry Science and Technology Co., Ltd",2000-10-12
000158.SZ,158.0,常山北明,河北,软件服务,石家庄常山北明科技股份有限公司,"Shijiazhuang Changshan Beiming Technology Co.,Ltd",2000-07-24
000159.SZ,159.0,国际实业,新疆,石油贸易,新疆国际实业股份有限公司,"Xinjiang International Industry Co.,Ltd",2000-09-26
000166.SZ,166.0,申万宏源,新疆,证券,申万宏源集团股份有限公司,"Shenwan Hongyuan Group Co.,Ltd.",2015-01-26
000301.SZ,301.0,东方盛虹,江苏,化纤,江苏东方盛虹股份有限公司,"Jiangsu Eastern Shenghong Co.,Ltd.",2000-05-29
000333.SZ,333.0,美的集团,广东,家用电器,美的集团股份有限公司,"Midea Group Co.,Ltd.",2013-09-18
000338.SZ,338.0,潍柴动力,山东,汽车配件,潍柴动力股份有限公司,"Weichai Power Co.,Ltd.",2007-04-30
000400.SZ,400.0,许继电气,河南,电气设备,许继电气股份有限公司,"Xj Electric Co.,Ltd.",1997-04-18
000401.SZ,401.0,冀东水泥,河北,水泥,唐山冀东水泥股份有限公司,"Tangshan Jidong Cement Co.,Ltd.",1996-06-14
000402.SZ,402.0,金融街,北京,全国地产,金融街控股股份有限公司,"Financial Street Holdings Co., Ltd.",1996-06-26
000403.SZ,403.0,派林生物,山西,生物制药,派斯双林生物制药股份有限公司,"Pacific Shuanglin Bio-Pharmacy Co., Ltd",1996-06-28
000404.SZ,404.0,长虹华意,江西,家用电器,长虹华意压缩机股份有限公司,"Changhong Huayi Compressor Co., Ltd.",1996-06-19
000407.SZ,407.0,胜利股份,山东,供气供热,山东胜利股份有限公司,"Shandong Shengli Co.,Ltd.",1996-07-03
000408.SZ,408.0,藏格矿业,青海,农药化肥,藏格矿业股份有限公司,Zangge Mining Company Limited,1996-06-28
000409.SZ,409.0,云鼎科技,山东,软件服务,云鼎科技股份有限公司,"Yunding Technology Co.,Ltd.",1996-06-27
000410.SZ,410.0,沈阳机床,辽宁,机床制造,沈阳机床股份有限公司,"Shenyang Machine Tool Co.,Ltd",1996-07-18
000411.SZ,411.0,英特集团,浙江,医药商业,浙江英特集团股份有限公司,"Zhejiang Int'l Group Co.,Ltd.",1996-07-16
000413.SZ,413.0,东旭光电,河北,元器件,东旭光电科技股份有限公司,"Tunghsu Optoelectronic Technology Co., Ltd.",1996-09-25
000415.SZ,415.0,渤海租赁,新疆,多元金融,渤海租赁股份有限公司,"Bohai Leasing Co.,Ltd.",1996-07-16
000416.SZ,416.0,*ST民控,山东,多元金融,民生控股股份有限公司,"Minsheng Holdings Co.,Ltd",1996-07-19
000417.SZ,417.0,合肥百货,安徽,百货,合肥百货大楼集团股份有限公司,"Hefei Department Store Group Co.,Ltd",1996-08-12
000419.SZ,419.0,通程控股,湖南,百货,长沙通程控股股份有限公司,"Changsha Tongcheng Holdings Co.,Ltd",1996-08-16
000420.SZ,420.0,吉林化纤,吉林,化纤,吉林化纤股份有限公司,"Jilin Chemical Fibre Stock Co., Ltd.",1996-08-02
000421.SZ,421.0,南京公用,江苏,供气供热,南京公用发展股份有限公司,"Nanjing Public Utilities Development Co.,Ltd.",1996-08-06
000422.SZ,422.0,湖北宜化,湖北,农药化肥,湖北宜化化工股份有限公司,"Hubei Yihua Chemical Industry Co.,Ltd",1996-08-15
000423.SZ,423.0,东阿阿胶,山东,中成药,东阿阿胶股份有限公司,"Dong-E-E-Jiao Co.,Ltd.",1996-07-29
000425.SZ,425.0,徐工机械,江苏,工程机械,徐工集团工程机械股份有限公司,"Xcmg Construction Machinery Co., Ltd.",1996-08-28
000426.SZ,426.0,兴业矿业,内蒙,铅锌,内蒙古兴业矿业股份有限公司,"Inner Mongolia Xingye Mining Co.,Ltd",1996-08-28
000428.SZ,428.0,华天酒店,湖南,酒店餐饮,华天酒店集团股份有限公司,"Huatian Hotel Group Co.,Ltd.",1996-08-08
000429.SZ,429.0,粤高速A,广东,路桥,广东省高速公路发展股份有限公司,Guangdong Provincial Expressway Development Co.Ltd.,1998-02-20
000430.SZ,430.0,张家界,湖南,旅游景点,张家界旅游集团股份有限公司,"Zhang Jia Jie Tourism Group Co., Ltd",1996-08-29
000488.SZ,488.0,晨鸣纸业,山东,造纸,山东晨鸣纸业集团股份有限公司,Shandong Chenming Paper Holdings Limited,2000-11-20
000498.SZ,498.0,山东路桥,山东,建筑工程,山东高速路桥集团股份有限公司,"Shandong Hi-Speed Road&Bridge Group Co.,Ltd.",1997-06-09
000501.SZ,501.0,武商集团,湖北,百货,武商集团股份有限公司,"Wushang Group Co., Ltd.",1992-11-20
000503.SZ,503.0,国新健康,山东,软件服务,国新健康保障服务集团股份有限公司,"China Reform Health Management and Services Group Co., Ltd.",1992-11-30
000504.SZ,504.0,南华生物,湖南,医疗保健,南华生物医药股份有限公司,"Landfar Bio-Medicine Co.,Ltd",1992-12-08
000505.SZ,505.0,京粮控股,海南,食品,海南京粮控股股份有限公司,"Hainan Jingliang Holdings Co., Ltd.",1992-12-21
000506.SZ,506.0,中润资源,山东,黄金,中润资源投资股份有限公司,Zhongrun Resources Investment Corporation,1993-03-12
000507.SZ,507.0,珠海港,广东,港口,珠海港股份有限公司,"Zhuhai Port Co.,Ltd.",1993-03-26
000509.SZ,509.0,华塑控股,四川,元器件,华塑控股股份有限公司,"Huasu Holdings Co.,Ltd",1993-05-07
000510.SZ,510.0,新金路,四川,化工原料,四川新金路集团股份有限公司,"Sichuan Xinjinlu Group Co.,Ltd",1993-05-07
000513.SZ,513.0,丽珠集团,广东,化学制药,丽珠医药集团股份有限公司,Livzon Pharmaceutical Group Inc.,1993-10-28
000514.SZ,514.0,渝开发,重庆,区域地产,重庆渝开发股份有限公司,"Chongqing Yukaifa Co.,Ltd",1993-07-12
000516.SZ,516.0,国际医学,陕西,医疗保健,西安国际医学投资股份有限公司,Xi'an International Medical Investment Company Limited,1993-08-09
000517.SZ,517.0,荣安地产,浙江,区域地产,荣安地产股份有限公司,"Rongan Property Co., Ltd.",1993-08-06
000518.SZ,518.0,四环生物,江苏,生物制药,江苏四环生物股份有限公司,"Jiangsu Sihuan Bioengineering Co.,Ltd",1993-09-08
000519.SZ,519.0,中兵红箭,湖南,专用机械,中兵红箭股份有限公司,"North Industries Group Red Arrow Co., Ltd",1993-10-08
000520.SZ,520.0,长航凤凰,湖北,水运,长航凤凰股份有限公司,"Chang Jiang Shipping Group Phoenix Co.,Ltd",1993-10-25
000521.SZ,521.0,长虹美菱,安徽,家用电器,长虹美菱股份有限公司,Changhong Meiling Company Limited,1993-10-18
000523.SZ,523.0,广州浪奇,广东,日用化工,广州市浪奇实业股份有限公司,"Lonkey Industrial Co.,Ltd.Guangzhou",1993-11-08
000524.SZ,524.0,岭南控股,广东,旅游服务,广州岭南集团控股股份有限公司,Guangzhou Lingnan Group Holdings Company Limited,1993-11-18
000525.SZ,525.0,ST红太阳,江苏,农药化肥,南京红太阳股份有限公司,"Nanjing Red Sun Co.,Ltd.",1993-10-28
000526.SZ,526.0,学大教育,福建,文教休闲,学大(厦门)教育科技集团股份有限公司,"Xueda (Xiamen) Education Technology Group Co., Ltd",1993-11-01
000528.SZ,528.0,柳工,广西,工程机械,广西柳工机械股份有限公司,"Guangxi Liugong Machinery Co., Ltd.",1993-11-18
000529.SZ,529.0,广弘控股,广东,出版业,广东广弘控股股份有限公司,"Guangdong Guanghong Holdings Co.,Ltd.",1993-11-18
000530.SZ,530.0,冰山冷热,辽宁,机械基件,冰山冷热科技股份有限公司,"Bingshan Refrigeration & Heat Transfer Technologies Co.,Ltd.",1993-12-08
000531.SZ,531.0,穗恒运A,广东,火力发电,广州恒运企业集团股份有限公司,Guangzhou Hengyun Enterprises Holding Ltd,1994-01-06
000532.SZ,532.0,华金资本,广东,多元金融,珠海华金资本股份有限公司,"Zhuhai Huajin Capital Co.,Ltd.",1994-01-03
000533.SZ,533.0,顺钠股份,广东,电气设备,广东顺钠电气股份有限公司,"Guangdong Shunna Electric Co.,Ltd",1994-01-03
000534.SZ,534.0,万泽股份,广东,生物制药,万泽实业股份有限公司,"Wedge Industrial Co.,Ltd.",1994-01-10
000536.SZ,536.0,华映科技,福建,元器件,华映科技(集团)股份有限公司,"Cpt Technology (Group) Co.,Ltd",1993-11-26
000537.SZ,537.0,广宇发展,天津,新型电力,天津中绿电投资股份有限公司,"China Green Electricity Investment of Tianjin Co.,Ltd.",1993-12-10
000538.SZ,538.0,云南白药,云南,中成药,云南白药集团股份有限公司,"Yunnan Baiyao Group Co., Ltd.",1993-12-15
000539.SZ,539.0,粤电力A,广东,火力发电,广东电力发展股份有限公司,"Guangdong Electric Power Development Co.,Ltd",1993-11-26
000540.SZ,540.0,*ST中天,贵州,多元金融,中天金融集团股份有限公司,Zhongtian Financial Group Company Limited,1994-02-02
000541.SZ,541.0,佛山照明,广东,家用电器,佛山电器照明股份有限公司,"Foshan Electrical and Lighting Co.,Ltd",1993-11-23
000543.SZ,543.0,皖能电力,安徽,火力发电,安徽省皖能股份有限公司,An Hui Wenergy Company Limited,1993-12-20
000544.SZ,544.0,中原环保,河南,环境保护,中原环保股份有限公司,"Central Plains Environment Protection Co.,Ltd.",1993-12-08
000545.SZ,545.0,金浦钛业,吉林,化工原料,金浦钛业股份有限公司,"Gpro Titanium Industry Co.,Ltd",1993-12-15
000546.SZ,546.0,金圆股份,吉林,环境保护,金圆环保股份有限公司,"Jinyuan Ep Co.,Ltd.",1993-12-15
000547.SZ,547.0,航天发展,福建,通信设备,航天工业发展股份有限公司,"Addsino Co.,Ltd.",1993-11-30
000548.SZ,548.0,湖南投资,湖南,路桥,湖南投资集团股份有限公司,"Hunan Investment Group Co.,Ltd.",1993-12-20
000550.SZ,550.0,江铃汽车,江西,汽车整车,江铃汽车股份有限公司,"Jiangling Motors Corporation, Ltd.",1993-12-01
000551.SZ,551.0,创元科技,江苏,专用机械,创元科技股份有限公司,"Create Technology & Science Co., Ltd.",1994-01-06
000552.SZ,552.0,甘肃能化,甘肃,煤炭开采,甘肃能化股份有限公司,"Gansu Energy Chemical Co.,Ltd",1994-01-06
000553.SZ,553.0,安道麦A,湖北,农药化肥,安道麦股份有限公司,Adama Ltd.,1993-12-03
000554.SZ,554.0,泰山石油,山东,石油贸易,中国石化山东泰山石油股份有限公司,"Sinopec Shandong Taishan Pectroleum Co.,Ltd.",1993-12-15
000555.SZ,555.0,神州信息,深圳,软件服务,神州数码信息服务股份有限公司,Digital China Information Service Company Ltd.,1994-04-08
000557.SZ,557.0,西部创业,宁夏,铁路,宁夏西部创业实业股份有限公司,"Ningxia Western Venture Industrial Co., Ltd.",1994-06-17
000558.SZ,558.0,莱茵体育,浙江,文教休闲,莱茵达体育发展股份有限公司,"Lander Sports Development Co., Ltd.",1994-05-09
000559.SZ,559.0,万向钱潮,浙江,汽车配件,万向钱潮股份公司,"Wanxiang Qianchao Co.,Ltd.",1994-01-10
000560.SZ,560.0,我爱我家,云南,房产服务,我爱我家控股集团股份有限公司,"5I5j Holding Group Co., Ltd.",1994-02-02
000561.SZ,561.0,烽火电子,陕西,通信设备,陕西烽火电子股份有限公司,"Shaanxi Fenghuo Electronics Co., Ltd.",1994-05-09
000563.SZ,563.0,陕国投A,陕西,多元金融,陕西省国际信托股份有限公司,"Shaanxi International Trust Co.,Ltd.",1994-01-10
000564.SZ,564.0,ST大集,陕西,百货,供销大集集团股份有限公司,"Ccoop Group Co., Ltd",1994-01-10
000565.SZ,565.0,渝三峡A,重庆,染料涂料,重庆三峡油漆股份有限公司,"Chongqing Sanxia Paints Co.,Ltd",1994-04-08
000566.SZ,566.0,海南海药,海南,化学制药,海南海药股份有限公司,"Hainanhaiyao Co.,Ltd.",1994-05-25
000567.SZ,567.0,海德股份,海南,多元金融,海南海德资本管理股份有限公司,"Hainan Haide Capital Management Co.,Ltd.",1994-05-25
000568.SZ,568.0,泸州老窖,四川,白酒,泸州老窖股份有限公司,"Luzhou Laojiao Co.,Ltd",1994-05-09
000570.SZ,570.0,苏常柴A,江苏,农用机械,常柴股份有限公司,"Changchai Company,Limited",1994-07-01
000571.SZ,571.0,ST大洲,海南,煤炭开采,新大洲控股股份有限公司,"Sundiro Holding Co.,Ltd.",1994-05-25
000572.SZ,572.0,海马汽车,海南,汽车整车,海马汽车股份有限公司,"Haima Automobile Co.,Ltd.",1994-08-08
000573.SZ,573.0,粤宏远A,广东,电气设备,东莞宏远工业区股份有限公司,DongGuan Winnerway Industry Zone LTD.,1994-08-15
000576.SZ,576.0,甘化科工,广东,食品,广东甘化科工股份有限公司,"Guangdong Ganhua Science & Industry Co., Ltd.",1994-09-07
000581.SZ,581.0,威孚高科,江苏,汽车配件,无锡威孚高科技集团股份有限公司,"Weifu High-Technology Group Co.,Ltd.",1998-09-24
000582.SZ,582.0,北部湾港,广西,港口,北部湾港股份有限公司,"Beibu Gulf Port Co., Ltd.",1995-11-02
000584.SZ,584.0,ST工智,江苏,专用机械,江苏哈工智能机器人股份有限公司,"Jiangsu Hagong Intelligent Robot Co.,Ltd",1995-11-28
000586.SZ,586.0,汇源通信,四川,通信设备,四川汇源光通信股份有限公司,"Sichuan Huiyuan Optical Communications Co.,Ltd.",1995-12-20
000589.SZ,589.0,贵州轮胎,贵州,汽车配件,贵州轮胎股份有限公司,"Guizhou Tyre Co.,Ltd.",1996-03-08
000590.SZ,590.0,启迪药业,湖南,中成药,启迪药业集团股份公司,"Tus-Pharmaceutical Group Co., Ltd.",1996-01-19
000591.SZ,591.0,太阳能,重庆,新型电力,中节能太阳能股份有限公司,"Cecep Solar Energy Co.,Ltd.",1996-02-08
000592.SZ,592.0,平潭发展,福建,林业,中福海峡(平潭)发展股份有限公司,Zhongfu Straits (Pingtan) Development Company Limited,1996-03-27
000593.SZ,593.0,德龙汇能,四川,供气供热,德龙汇能集团股份有限公司,"Delong Composite Energy Group Co., Ltd",1996-03-12
000595.SZ,595.0,宝塔实业,宁夏,机械基件,宝塔实业股份有限公司,"Baota Industry Co.,Ltd.",1996-04-19
000596.SZ,596.0,古井贡酒,安徽,白酒,安徽古井贡酒股份有限公司,Anhui Gujing Distillery Company Limited,1996-09-27
000597.SZ,597.0,东北制药,辽宁,化学制药,东北制药集团股份有限公司,"Northeast Pharmaceutical Group Co., Ltd.",1996-05-23
000598.SZ,598.0,兴蓉环境,四川,水务,成都市兴蓉环境股份有限公司,"Chengdu Xingrong Environment Co., Ltd.",1996-05-29
000599.SZ,599.0,青岛双星,山东,汽车配件,青岛双星股份有限公司,"Qingdao Doublestar Co., Ltd",1996-04-30
000600.SZ,600.0,建投能源,河北,火力发电,河北建投能源投资股份有限公司,"Jointo Energy Investment Co.,Ltd.Hebei.",1996-06-06
000601.SZ,601.0,韶能股份,广东,水力发电,广东韶能集团股份有限公司,"Guangdong Shaoneng Group Co.,Ltd",1996-08-30
000603.SZ,603.0,盛达资源,北京,铅锌,盛达金属资源股份有限公司,"Shengda Resources Co.,Ltd.",1996-08-23
000605.SZ,605.0,渤海股份,北京,供气供热,渤海水业股份有限公司,"Bohai Water Industry Co., Ltd.",1996-09-13
000606.SZ,606.0,*ST顺利,青海,互联网,顺利办信息服务股份有限公司,"Shunliban Information Service Co., Ltd",1996-10-04
000607.SZ,607.0,华媒控股,浙江,广告包装,浙江华媒控股股份有限公司,"Zhejiang Huamei Holding Co., Ltd.",1996-08-30
000608.SZ,608.0,阳光股份,广西,区域地产,阳光新业地产股份有限公司,"Yang Guang Co., Ltd.",1996-09-19
000609.SZ,609.0,中迪投资,北京,区域地产,北京中迪投资股份有限公司,"Beijing Zodi Investment Co., Ltd.",1996-10-10
000610.SZ,610.0,西安旅游,陕西,旅游服务,西安旅游股份有限公司,"Xi'an Tourism Co.,Ltd.",1996-09-26
000612.SZ,612.0,焦作万方,河南,铝,焦作万方铝业股份有限公司,"Jiaozuo Wanfang Aluminum Manufacturing Co., Ltd",1996-09-26
000615.SZ,615.0,*ST美谷,湖北,医疗保健,奥园美谷科技股份有限公司,"Aoyuan Beauty Valley Technology Co.,Ltd.",1996-10-16
000616.SZ,616.0,*ST海投,辽宁,全国地产,海航投资集团股份有限公司,"Hna Investment Group Co.,Ltd",1996-11-08
000617.SZ,617.0,中油资本,新疆,多元金融,中国石油集团资本股份有限公司,Cnpc Capital Company Limited,1996-10-22
000619.SZ,619.0,海螺新材,安徽,其他建材,海螺(安徽)节能环保新材料股份有限公司,"Conch (Anhui) Energy Saving and Environment Protection New Material Co., Ltd.",1996-10-23
000620.SZ,620.0,*ST新联,北京,全国地产,新华联文化旅游发展股份有限公司,"Macrolink Culturaltainment Development Co., Ltd.",1996-10-29
000622.SZ,622.0,恒立实业,湖南,批发业,恒立实业发展集团股份有限公司,"Hengli Industrial Development Group Co.,Ltd.",1996-11-07
000623.SZ,623.0,吉林敖东,吉林,中成药,吉林敖东药业集团股份有限公司,"Jilin Aodong Pharmaceutical Group Co.,Ltd.",1996-10-28
000625.SZ,625.0,长安汽车,重庆,汽车整车,重庆长安汽车股份有限公司,Chongqing Changan Automobile Company Limited,1997-06-10
000626.SZ,626.0,远大控股,江苏,商贸代理,远大产业控股股份有限公司,"Grand Industrial Holding Co., Ltd",1996-11-28
000627.SZ,627.0,天茂集团,湖北,保险,天茂实业集团股份有限公司,"Hubei Biocause Pharmaceutical Co.,Ltd.",1996-11-12
000628.SZ,628.0,高新发展,四川,建筑工程,成都高新发展股份有限公司,"Chengdu Hi-Tech Development Co., Ltd.",1996-11-18
000629.SZ,629.0,钒钛股份,四川,小金属,攀钢集团钒钛资源股份有限公司,"Pangang Group Vanadium & Titanium Resources Co., Ltd.",1996-11-15
000630.SZ,630.0,铜陵有色,安徽,铜,铜陵有色金属集团股份有限公司,"Tongling Nonferrous Metals Group Co.,Ltd.",1996-11-20
000631.SZ,631.0,顺发恒业,浙江,综合类,顺发恒业股份公司,Shunfa Hengye Corporation,1996-11-22
000632.SZ,632.0,三木集团,福建,综合类,福建三木集团股份有限公司,"Fujian Sanmu Group Co., Ltd.",1996-11-21
000633.SZ,633.0,合金投资,新疆,小金属,新疆合金投资股份有限公司,"Xinjiang Hejin Holding Co.,Ltd",1996-11-12
000635.SZ,635.0,英力特,宁夏,化工原料,宁夏英力特化工股份有限公司,"Ningxia Younglight Chemicals Co.,Ltd",1996-11-20
000636.SZ,636.0,风华高科,广东,元器件,广东风华高新科技股份有限公司,"Guangdong Fenghua Advanced Technology(Holding) Co.,Ltd.",1996-11-29
000637.SZ,637.0,ST实华,广东,石油加工,茂名石化实华股份有限公司,"Maoming Petro-Chemical Shihua Co., Ltd.",1996-11-14
000638.SZ,638.0,万方发展,吉林,农业综合,万方城镇投资发展股份有限公司,"Vanfund Urban Investment&Development Co.,Ltd.",1996-11-26
000639.SZ,639.0,西王食品,山东,食品,西王食品股份有限公司,"Xiwang Foodstuffs Co.,Ltd.",1996-11-26
