ts_code,introduction,main_business
834014.BJ,公司自1997年成立以来，一如既往专注于研发、生产、销售各类天然气输配专用调压、计量集成设备以及LNG应用的配套装备，经过多年的发展积累，已经形成天然气输配系统集成、核心零部件、LNG成套设备三大类，百余个品种的产品，涉及天然气的采集、输配、应用全过程；产品广泛使用于国内外各类天然气，发电、市政建设、清洁车辆等行业和领域，凭借过硬的质量保障体系和良好的客户口碑，占据了非常重要的市场份额，是同行业的领军企业。科技与创新是公司的立业之本，高素质人才是实现公司使命的唯一关键因素，具备特瑞斯特色的人才培养和选拔机制为公司的长久发展奠定了可靠的基础，自2002年始被持续认定为高新技术企业后，公司收获了一个又一个自有品牌和知识产权的成熟产品，实现了良性的可持续发展态势；依靠自身积累，建成了常州、北京两个现代化的专业工厂，1个省级工程技术中心，1个公司研发中心，与上海交大、中国石油大学、河海大学等知名高校建立了长期的产学研合作关系，保障公司始终处于领先技术的前沿，为公司再次腾飞插上了坚实的翅膀。,"标准系列中低箱式调压站,非标系列撬装式调压站两大类调压计量设备,LNG产品终端等"
834021.BJ,公司是一家电视频道综合运营服务商，主要提供卫星电视直播信号落地入网覆盖服务。(含专业卫星数字接收机研发及销售、电视剧发行、电视节目营销、电视广告代理等衍生业务)公司处于视听行业，属于电视+互联网领域，作为一家高新技术企业，利用自身的专业加密卫星接收技术，配合渠道决策分析技术，能有效降低覆盖渠道成本，扩充覆盖渠道，在获得大量卫视客户的认可后，产生了卫视客户的规模效应，又进一步掌握了渠道成本的议价能力。公司在卫视覆盖预算与实际渠道执行成本的价差中获得利润。在国家的政策支持下，三网融合推进迅速，公司业务从原有的单一的广电有线网络公司渠道扩充到交互式网络电视(IPTV)渠道和互联网电视(OTT TV)渠道。,电视频道综合运营服务
834033.BJ,公司主要从事金属萃取剂产品的研发、生产和销售.目前公司铜萃取剂产品已远销国际主要的金属铜产量国，国外客户走向多元化。在主抓国际客户的同时，公司在国内主动出击，依靠国内领先的技术和质量优势，迅速成为国内最大的铜萃取剂生产商，并逐步抢占国际巨头在国内的市场份额，取得了较好的效果。公司拥有36人的技术研发队伍，建设有市级研发中心－金属萃取工程技术研究中心，依靠强大的研发能力，根据客户矿石品位研发定制的萃取剂，目前已独立研发80多种金属萃取剂产品。,"铜萃取剂,新能源电池金属萃取剂和酸雾抑制剂,矿物浮选剂等其他特种表面活性剂"
834062.BJ,公司是一家专业从事高低压成套设备、变压器及高压电器元件的研发、制造和销售的国家高新技术企业。是中国电器工业协会会员单位，浙江省输配电设备行业协会副会长单位，江山市工业龙头企业。公司位于浙江省江山市经济开发区山海协作区开源路1号，占地面积80000多平方米，公司年产销规模5亿元以上。公司生产设备齐全，生产工艺先进，检测设备完善，拥有钣金“数控加工中心”和变压器硅钢片自动剪切线，产品采用三维电气专业软件优化设计，高低压成套设备年生产能力15000套，变压器300万kVA，高压电器元件5000台。公司建有“科润自动化电力设备省级高新技术企业研发中心”，并与浙江大学、浙江工业大学、杭州电子科技大学、西安电子科技大学、衢州学院等多家高等院校保持着密切的合作关系，着力于技术创新和质量改进，是浙江省科技型中小企业，2009年被评为国家高新技术企业。,"变压器,高低压成套开关设备,户外成套设备"
834261.BJ,公司是国内专业的聚氨酯原材料及EO、PO其他下游衍生物生产制造商。公司的主营业务为聚氨酯原材料及EO、PO其他下游衍生物的研发、生产与销售及承接塑胶跑道工程的施工。公司为中国聚氨酯工业协会副理事长单位、中国聚氨酯工业协会铺装材料专业委员会主任单位、中国田径协会场地器材委员会会员、全国体育场地设施工程质量、安全信誉AAA级保障单位、首批全国体育场地设施工程专业承包百强企业、中国塑胶跑道低碳环保领先企业、中国民营科技促进会建筑建材专家委员会会员单位、山东省高新技术企业、山东省博士后创新实践基地、淄博市硬质聚氨酯组合聚醚工程实验室。公司已通过质量管理体系认证、环境管理体系认证、职业健康安全管理体系认证，公司产品荣获淄博市人民政府首届市长质量奖、山东省中小企业科技进步奖，通过中国环境标志产品认证、中国田径协会审定。公司自成立以来先后取得上百件发明专利及科学技术成果，公司在聚氨酯化工行业拥有较高的地位与知名度。,"公司旗下产品分为三大类,一类是聚氨酯弹性体类系列产品,包括CPU,TPU,微孔弹性体,铺装材料及防水材料等;一类是聚酯,聚醚及组合聚醚等;一类是EO,PO其他下游衍生物,包括表活聚醚单体,减水剂聚醚单体等.此外,公司还承接塑胶跑道等体育场地工程的施工,为塑胶跑道,足球场,排球场,篮球场,健身步道等体育场地提供铺装服务."
834407.BJ,"公司是河南省科技厅认定的第二批高新技术企业之一，专业从事高、精、尖仪器仪表的研发、生产与销售，具有自营进出口资格，并通过了国际质量体系ISO9001：2008认证。多年来通过公司工程技术人员的不断努力探索，加之与解放军信息工程大学、郑州大学等高等院校的广泛合作，所研发的产品，以良好的性能获得广大用户的好评。公司主要产品包括：可燃气体报警仪、毒性气体报警仪、酒精检测仪、露点仪、气体纯度仪等，广泛应用于电力、电子、冶金、化工、石油、煤炭、矿山、铁路、医药和科研机构等领域。驰诚电气公司以“科技创新、以人为本、诚信经营”为宗旨，以“研制优质产品,准确、及时、有效的为客户提供最佳的产品解决方案”为目标，以良好的信誉与全国近三十个省市的用户建立了广泛的合作关系，形成了以公司为主体、以经销商为辅的立体化营销服务网络。","气体环境安全监测产品的研发,生产和销售,主要产品为气体环境安全监测领域的智能仪器仪表,报警控制系统及配套,智能传感器."
834415.BJ,公司是一家从事行业应用软件开发和专业技术服务的供应商，主要为航空公司、机场及民航保障企业提供安全自主可控的软件服务及整体解决方案。在民用航空信息化领域，公司主要产品分为智慧航空公司系列产品和智慧机场系列产品两大类。公司通过多年努力已经成为保障我国民航业安全运行的核心软件供应商之一，同时也是Sabre、Jeppesen等国外软件厂商在我国民航信息化安全运行领域的可靠替代者。,"为企业客户提供软件开源化技术开发,技术咨询服务,为各大机场铺设无线移动宽带专网并向客户收取相关服务费用,出售和租赁软件及终端等."
834475.BJ,公司专注于有色金属电化学精炼专用新型电极材料及成套智能装备的研发、生产和销售。公司产品主要分为阴极板和机组设备两大类，公司研发生产的有色金属精炼设备在产品质量、性能等方面具有较强的竞争优势，赢得了客户的信赖和好评。经过多年的经营，凭借公司自身优良的产品质量、性能和及时完善的售后服务，“三友”品牌在有色金属电化学精炼专用新型电极材料及成套智能装备领域已经具有较强的市场影响力和品牌美誉度。,"冶金专用设备的研发,生产和销售"
834599.BJ,公司是一家专业生产非公路用车的高新技术企业。公司是集产品研发、设计、生产、销售及售后服务为一体的工程机械制造商，主要产品为各类矿山开采及大型工程物料运输所需的非公路宽体自卸车、坑道车、洒水车等。目前，公司主要产品为TL85、TL87、TL88、新能源等系列非公路宽体自卸车，同时还生产TLD系列非公路矿用自卸车、坑道车、工程洒水车、桥梁运输车、运煤车等工程机械产品。同力重工牌非公路用车现已形成40T、50T、60T三大系列，30多个产品品种，在中国已广泛应用于各类矿山、水电工地、大型工程。公司是国家火炬计划重点高新技术企业，建有中国最大的非公路用车生产基地，是非公路用车行业的开创者和领导者。,"公司主要产品为TL85,TL87,TL88,新能源等系列非公路宽体自卸车,同时还生产TLD系列非公路矿用自卸车,工程洒水车,桥梁运输车,运煤车等工程机械产品.从应用行业划分,产品应用"
834639.BJ,公司主营业务为各种电线电缆的研发、生产、销售及其服务。主导产品为电力电缆和电气装备用电线电缆，主要包括500kV及以下电力电缆，其中中高压电力电缆为公司业务发展重点。此外，公司还专业生产特种电缆等系列产品。产品已经应用于电力、交通、石化、钢铁等行业和奥运工程(包括鸟巢和水立方)、上海世博会、十二届全运会、杭州湾跨海大桥等国家重点工程，具有国家大型工程的电缆运行经验。目前，公司先后通过ISO9001、ISO14001、ISO10012和OHSAS18001管理体系认证，AAA级标准化良好行为企业认证。,电线电缆
